"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"NC_047627.1:705910-711450"	2537.15054730812	-0.0734565365595419	0.116493215391608	-0.630564933010115	0.528325033583065	0.999937540335271
"NC_047627.1:712060-716170"	1334.22710536952	-0.0379115172470576	0.145910203035612	-0.259827732799499	0.794996657760286	0.999937540335271
"NC_047627.1:716650-718130"	461.704373288084	0.12906836529854	0.252838169656528	0.510478166622842	0.609716506882161	0.999937540335271
"NC_047627.1:718420-720350"	861.436650974748	-0.179121627336528	0.184570833828082	-0.970476340283376	0.331809112639647	0.999937540335271
"NC_047627.1:720520-722360"	538.966254960783	0.23176405209508	0.244957023492248	0.946141689635671	0.344076322476655	0.999937540335271
"NC_047627.1:723000-727390"	1873.0267546594	-0.388228621555475	0.136516725452487	-2.84381727051161	0.00445766044324898	0.437531008967892
"NC_047627.1:727580-731480"	1309.8208882888	-0.486460047211684	0.166017148688889	-2.93017950888491	0.00338766243631369	0.356872715273735
"NC_047627.1:731560-732970"	421.823720207154	0.063457801073061	0.248618098244312	0.255242082218417	0.798536130257685	0.999937540335271
"NC_047627.1:732980-733740"	204.252682649931	-0.250334373225317	0.444749721462985	-0.562865722325475	0.573526322914303	0.999937540335271
"NC_047627.1:734520-738320"	1216.31802087073	-0.0989993549531623	0.195197391077317	-0.507175605200322	0.612031610085185	0.999937540335271
"NC_047627.1:738890-739580"	359.708752612435	0.0690755279400894	0.296011679604201	0.233354062354737	0.815486481431866	0.999937540335271
"NC_047627.1:739960-742060"	901.5748413609	-0.537106306677177	0.198399663254346	-2.70719364068987	0.00678546659993703	0.585891429562094
"NC_047627.1:749200-749720"	338.999190639439	0.0266546291011867	0.289563932300702	0.0920509294420921	0.926657575479575	0.999937540335271
"NC_047627.1:750360-751030"	303.580929219938	0.190241267786972	0.297417387737617	0.639644068001848	0.522404025861263	0.999937540335271
"NC_047627.1:751840-755570"	1481.51142134767	-0.0729489872022135	0.145096498511263	-0.502761871931394	0.615131703381874	0.999937540335271
"NC_047627.1:755870-764580"	2899.84573498842	-0.0714248763148498	0.114935074279403	-0.621436726453219	0.534312313816734	0.999937540335271
"NC_047627.1:764900-768520"	1089.90940169671	0.242526099155256	0.173357796154897	1.39899159157836	0.161815504549643	0.999937540335271
"NC_047627.1:768650-772950"	1873.23090011241	-0.0524982017358336	0.126707002699301	-0.414327547944778	0.67863424159243	0.999937540335271
"NC_047627.1:773020-785520"	4525.61939533702	0.0823675807339708	0.0959757956710018	0.858212012290276	0.390775404210014	0.999937540335271
"NC_047627.1:785980-812330"	10649.0854039025	-0.0142402562012513	0.0735084853795813	-0.193722617568812	0.846393081061451	0.999937540335271
"NC_047627.1:812470-819990"	5016.64242523427	-0.729016791194994	0.528931868340391	-1.37828108841769	0.168116519764809	0.999937540335271
"NC_047627.1:823650-843830"	8581.03888525132	0.0047752107255726	0.0740485879300082	0.0644875325655932	0.948582034019972	0.999937540335271
"NC_047627.1:844530-848460"	2181.00133972514	-0.0323156986798857	0.142655471244773	-0.226529683004148	0.820789475482878	0.999937540335271
"NC_047627.1:848960-849590"	245.508908746548	0.0833315717920044	0.334105833452012	0.249416692103262	0.803038474632837	0.999937540335271
"NC_047627.1:849660-854180"	1691.37986795571	0.101392880256841	0.13715907209832	0.739235682377313	0.459763897014802	0.999937540335271
"NC_047627.1:854250-854790"	434.962517582619	0.154795367228125	0.245508169086085	0.630510046995003	0.528360931471162	0.999937540335271
"NC_047627.1:855100-861590"	2672.12980467009	-0.129541517576206	0.127092082973685	-1.01927291256236	0.308073419941925	0.999937540335271
"NC_047627.1:861920-866320"	1485.94043678322	-0.209411564563241	0.139891439703515	-1.49695767666032	0.134404271034773	0.999937540335271
"NC_047627.1:866440-868440"	861.92895207159	0.140900358526999	0.184449371852006	0.763897199064744	0.444928506719712	0.999937540335271
"NC_047627.1:868690-868940"	327.20276484494	0.0567268442785891	0.287136108748907	0.197560817153078	0.843388693878803	0.999937540335271
"NC_047627.1:872780-874490"	628.144600804884	-0.10530280577087	0.249425464584934	-0.422181455875417	0.672892575971462	0.999937540335271
"NC_047627.1:876120-878110"	953.038059246514	0.0211592927988858	0.176920435970892	0.11959778802697	0.904801772046373	0.999937540335271
"NC_047627.1:880190-882210"	801.588113841278	-0.148368263795963	0.22418328342463	-0.661816802437206	0.508088636427435	0.999937540335271
"NC_047627.1:882620-883560"	429.009581337532	0.365630288449247	0.269413711020787	1.35713318770564	0.174738895025204	0.999937540335271
"NC_047627.1:885460-891230"	2071.29056252851	0.140809426801856	0.120444024477696	1.16908603322144	0.242368970502317	0.999937540335271
"NC_047627.1:891390-892870"	435.381754110412	-0.0647302294976307	0.255961698625412	-0.252890295092003	0.800352989167148	0.999937540335271
"NC_047627.1:893260-902770"	3717.50067842735	-0.00840120053105979	0.0997383548907989	-0.0842323952531406	0.932871662015795	0.999937540335271
"NC_047627.1:902950-905820"	1227.75917782575	-0.379185176783612	0.155719064209807	-2.43505943673486	0.0148893437446904	0.876856773783695
"NC_047627.1:906190-909070"	1026.86847756243	0.258800449388578	0.165431314010215	1.564398197143	0.11772408384298	0.999937540335271
"NC_047627.1:909140-913120"	1603.22233679772	0.120415186075652	0.134839106755655	0.893028654467873	0.371841827803789	0.999937540335271
"NC_047627.1:913240-915260"	768.788228716977	-0.322017452511931	0.208241806287007	-1.5463631354989	0.122016892016462	0.999937540335271
"NC_047627.1:917040-921300"	1337.25952049373	-0.115478401787647	0.156655357654992	-0.737149392885558	0.461031504912022	0.999937540335271
"NC_047627.1:921700-925280"	1489.35201245018	0.0587259115083667	0.139614981381362	0.420627578267947	0.674027052311763	0.999937540335271
"NC_047627.1:925780-929560"	1148.50203802078	-0.181497519468783	0.155875151671139	-1.16437750034529	0.24427106156728	0.999937540335271
"NC_047627.1:930380-931870"	558.169825378125	0.273310706352658	0.251929384963405	1.08487029566781	0.277979105784764	0.999937540335271
"NC_047627.1:933500-934060"	265.403961687149	-0.00320619308449861	0.311922628890144	-0.0102788088697079	0.99179884151375	0.999937540335271
"NC_047627.1:934830-939680"	2534.59237360996	-0.0140129683860678	0.112181493769034	-0.124913369534181	0.900592133917445	0.999937540335271
"NC_047627.1:940890-941950"	348.195662088441	-0.0267422071574924	0.289636619531154	-0.0923302005139444	0.926435694305238	0.999937540335271
"NC_047627.1:942900-944940"	655.257720081131	-0.281051657250728	0.221917889288589	-1.26646688174489	0.205345979136734	0.999937540335271
"NC_047627.1:945220-945900"	199.436713207145	-0.790341465226726	0.366759253914464	-2.15493257986355	0.0311671104523183	0.999937540335271
"NC_047627.1:945940-953010"	2854.61493317352	-0.00539571069104696	0.118130813763198	-0.0456757260799292	0.963568711393529	0.999937540335271
"NC_047627.1:953050-953430"	216.326378164759	-0.66184649047708	0.408181785702408	-1.62145032840738	0.10492109456353	0.999937540335271
"NC_047627.1:954080-956860"	887.530893902383	-0.169904550847515	0.198875509221345	-0.85432616370281	0.392924294340693	0.999937540335271
"NC_047627.1:956990-960390"	1441.32947579065	-0.177257221506349	0.158991559130338	-1.11488447862214	0.264899928828997	0.999937540335271
"NC_047627.1:962620-963330"	426.245742985376	0.177948740266602	0.260860547440918	0.682160418707643	0.49513751981181	0.999937540335271
"NC_047627.1:965040-967710"	1435.8258631851	0.175836963217858	0.17410662766817	1.00993836692413	0.31252481950354	0.999937540335271
"NC_047627.1:968490-969750"	404.803931232729	-0.167900247552398	0.253081244573023	-0.663424300112261	0.507058847022311	0.999937540335271
"NC_047627.1:970020-974890"	1911.66394669052	0.00384865074257506	0.133977918869275	0.0287260078008098	0.977083113698402	0.999937540335271
"NC_047627.1:975260-975930"	382.415685123143	-0.0752006636593368	0.274197908581799	-0.274256882732214	0.783887217116889	0.999937540335271
"NC_047627.1:976980-982410"	2124.24832733354	0.0873737399516208	0.13520837249624	0.646215454993741	0.518139831904832	0.999937540335271
"NC_047627.1:982530-983850"	539.528788071947	-0.210765394524777	0.223020079331478	-0.94505120416316	0.344632735343865	0.999937540335271
"NC_047627.1:984400-989500"	1749.01554080751	-0.153378621409689	0.132420940803872	-1.15826560722641	0.246755662059776	0.999937540335271
"NC_047627.1:994670-995330"	300.893696503746	0.53323600282713	0.303197752898853	1.75870697499865	0.0786272920727127	0.999937540335271
"NC_047627.1:996850-998590"	839.056947028354	0.100528187443513	0.187374298227873	0.536510014416475	0.591606116608802	0.999937540335271
"NC_047627.1:998620-1002680"	1398.5957767886	-0.00318718281130114	0.15448493647558	-0.0206310264548347	0.983539990197499	0.999937540335271
"NC_047627.1:1002800-1005360"	585.107406034847	-0.501083688026141	0.214703818732894	-2.33383686877746	0.0196042654643716	0.975814135602545
"NC_047627.1:1007780-1009430"	425.272256131735	-0.216218544500631	0.253237975712335	-0.853815640771996	0.393207146865012	0.999937540335271
"NC_047627.1:1010530-1011260"	166.075302982416	-0.0367282478997077	0.399986791211257	-0.0918236519473197	0.92683815191035	0.999937540335271
"NC_047627.1:1016210-1026810"	3574.92974869558	-0.0246089601991334	0.0973188985224264	-0.25286928410377	0.800369225964427	0.999937540335271
"NC_047627.1:1027780-1036590"	3767.7502150322	-0.0670457466370708	0.103197281052677	-0.649685204427499	0.515895582950995	0.999937540335271
"NC_047627.1:1036610-1046620"	4287.5676164658	-0.0359880907515849	0.0914001068684387	-0.393742326837605	0.693771288164036	0.999937540335271
"NC_047627.1:1046760-1048580"	780.621779416995	0.153425581818309	0.215552626083332	0.711777836373912	0.476602359368385	0.999937540335271
"NC_047627.1:1049360-1049650"	168.461618015947	0.329374979378125	0.397715550753467	0.82816721336173	0.407575808982799	0.999937540335271
"NC_047627.1:1049740-1050340"	313.137552854991	0.32139279256851	0.28940515652306	1.11052890843326	0.26677117810868	0.999937540335271
"NC_047627.1:1050870-1052720"	1538.24454338539	0.0175063989445413	0.139793959875914	0.125230009651924	0.900341459981866	0.999937540335271
"NC_047627.1:1053390-1056850"	1559.14306189137	-0.0602208912484571	0.141645478307273	-0.425152231953492	0.670725703711936	0.999937540335271
"NC_047627.1:1057290-1060970"	1645.64083248571	-0.056258623169473	0.148029007511063	-0.380051343418407	0.703907302905644	0.999937540335271
"NC_047627.1:1063670-1065690"	781.757936953183	0.227955982665355	0.233673322673649	0.975532765388545	0.329296057014309	0.999937540335271
"NC_047627.1:1065910-1069780"	1587.87741228399	0.368469686344701	0.144477645834849	2.55035776791306	0.0107612423880544	0.766849191004075
"NC_047627.1:1069970-1072150"	596.503376868339	0.134705585715789	0.255353782661557	0.527525319232596	0.597828838608809	0.999937540335271
"NC_047627.1:1072770-1087050"	6134.99698278857	0.0326960605358107	0.0812362104426263	0.402481360930819	0.687329803075272	0.999937540335271
"NC_047627.1:1087760-1091260"	1229.28530449343	-0.182813571760013	0.17250948126869	-1.05973057489677	0.28926718888913	0.999937540335271
"NC_047627.1:1091470-1093200"	696.203601518495	-0.0548048254793587	0.203419926463233	-0.269417192465971	0.787608657451715	0.999937540335271
"NC_047627.1:1093930-1102200"	3254.23587026916	-0.0951722811760713	0.124876744773734	-0.762129741198137	0.445982573804425	0.999937540335271
"NC_047627.1:1102380-1102710"	1583.45012892934	0.0126566972102614	0.159476442691037	0.0793640552591327	0.936743058176179	0.999937540335271
"NC_047627.1:1103390-1110410"	3560.6650352606	-0.0299730186537231	0.10014942815918	-0.299282973499192	0.764724144745513	0.999937540335271
"NC_047627.1:1110910-1118970"	3057.90155126141	0.0588769570368966	0.103341283679495	0.569733168977258	0.568858689628644	0.999937540335271
"NC_047627.1:1119440-1121960"	1073.51811854544	0.146142181023274	0.16413794542368	0.890361949188811	0.373271567023142	0.999937540335271
"NC_047627.1:1122700-1124350"	543.462294530435	0.18239739354173	0.220382158170755	0.827641380117561	0.407873626225138	0.999937540335271
"NC_047627.1:1124420-1129090"	1787.81654186698	0.00924353308397791	0.142950533456056	0.0646624595270883	0.948442753196896	0.999937540335271
"NC_047627.1:1129190-1133130"	2163.58793991994	-0.37566823348898	0.125184087680734	-3.00092639926468	0.0026915961420933	0.300537910008531
"NC_047627.1:1133830-1139420"	2587.17027240652	0.126034151996888	0.112984774288942	1.1154967807837	0.264637597198248	0.999937540335271
"NC_047627.1:1139630-1141920"	989.245707089247	-0.0109914284367849	0.172199980150088	-0.0638294407885811	0.949106035691376	0.999937540335271
"NC_047627.1:1142110-1146820"	1817.07698852095	0.116608745222718	0.136248333155446	0.855854471919882	0.392078280637152	0.999937540335271
"NC_047627.1:1148390-1150440"	819.379099098413	0.389055553861791	0.184088221384637	2.11341904949417	0.0345649169168661	0.999937540335271
"NC_047627.1:1151120-1161290"	4268.68610348192	0.0607752134400885	0.104162201511562	0.583467059625679	0.559578925741537	0.999937540335271
"NC_047627.1:1161300-1163070"	679.853373975007	-0.0789963019877073	0.220067900511376	-0.358963309979066	0.719622536896284	0.999937540335271
"NC_047627.1:1163930-1166230"	725.062304987215	0.0342830922685575	0.217211117574646	0.157833045800595	0.87458835823273	0.999937540335271
"NC_047627.1:1166300-1172460"	2429.88808774681	0.0741825182968138	0.125223406630557	0.59240137521312	0.553581845671889	0.999937540335271
"NC_047627.1:1172690-1174190"	657.605161235953	0.194248307053583	0.208967571976289	0.929561966081624	0.352597927605392	0.999937540335271
"NC_047627.1:1174420-1176180"	883.640828543916	0.0354535738733269	0.181850723159928	0.194959762915803	0.845424447671308	0.999937540335271
"NC_047627.1:1176580-1177680"	374.775988923735	0.197369908007887	0.263463878763358	0.749134602186449	0.453776081220367	0.999937540335271
"NC_047627.1:1181780-1186230"	1804.82271691419	0.13952752303146	0.136669313015878	1.02091332686548	0.307295504541674	0.999937540335271
"NC_047627.1:1186620-1188340"	742.283879378961	0.0108651879269261	0.232967332886618	0.0466382466258221	0.962801548782963	0.999937540335271
"NC_047627.1:1188550-1190860"	1061.12000988302	-0.0909031295516266	0.181342683951862	-0.501278174396917	0.616175363452043	0.999937540335271
"NC_047627.1:1190990-1195870"	1911.34086474841	0.00821887075426847	0.139651132282501	0.0588528758767415	0.953069292551815	0.999937540335271
"NC_047627.1:1196780-1198900"	968.195717460197	-0.0709309492661251	0.180153964255528	-0.393724054639828	0.693784779887115	0.999937540335271
"NC_047627.1:1201940-1203390"	420.212253730719	-0.101619983485567	0.272415475611638	-0.373033078452706	0.709123824921315	0.999937540335271
"NC_047627.1:1203900-1206100"	828.381392893273	0.0491198921214412	0.184132099837817	0.26676441622458	0.789650553405586	0.999937540335271
"NC_047627.1:1206220-1209420"	1365.10185773136	-0.255268965019852	0.162019614922417	-1.57554358552258	0.115131026182833	0.999937540335271
"NC_047627.1:1209460-1210840"	483.908448598851	0.187100846897667	0.256446132535132	0.7295912207685	0.465640090155589	0.999937540335271
"NC_047627.1:1212200-1212930"	342.13624305182	0.287467883798013	0.29150927036979	0.986136336018917	0.324066215063543	0.999937540335271
